As redes sociais são parte do meu dia a dia.,Tenho orgulho de ser membro de uma rede social.,Visitar as redes sociais tornou-se parte das rotinas da minha vida diária. ,Sinto-me desatualizado se passo algum tempo sem acessar uma rede social.,Sinto que pertenço à comunidade das redes sociais.,Sentiria pena se as redes sociais fossem desativadas.,Social Media Intensity Scale AVE,Tenho medo de que todos os outros estejam experimentando coisas mais interessantes do que eu.,Sinto-me triste quando sei que meus amigos estão se divertindo sem mim.,Sinto-me perturbado quando não sei o que meus amigos estão fazendo.,É importante para mim entender as piadas dos meus amigos.,Às vezes me pergunto se estou passando tempo demais acompanhando o que acontece nas redes sociais.,Fico chateado quando perco a oportunidade de me encontrar com meus amigos.,"Quando me divirto, é importante para mim compartilhar isso/narrar nas redes sociais (por exemplo, atualizando meu status)","Mesmo durante as férias, continuo acompanhando o que meus amigos estão fazendo.",Fear of Missing Out Scale AVE,Verifico meu telefone (ou computador) 15 minutos depois de acordar.,Uso o telefone durante o almoço.,Uso o telefone imediatamente antes de dormir.,Uso o telefone durante o café da manhã.,Uso o telefone durante o jantar., Summary of Social Media Use AVE,Sinto a necessidade de verificar as redes sociais quando estou com outras pessoas.,Tenho o desejo de verificar as redes sociais mesmo quando não posso estar online por algum motivo.,Sinto a necessidade de verificar as redes sociais durante as aulas.,Tenho a necessidade de verificar as redes sociais quando estou sozinho/a,Social Media Usage Urges AVE,Passo muito tempo pensando em redes sociais.,Sinto uma crescente necessidade de usar redes sociais.,Uso redes sociais para escapar dos meus problemas.,Estou tentando reduzir o uso de redes sociais.,Fico perturbado/a ou preocupado/a se me proíbem de usar o celular (computador).,Uso redes sociais tanto que isso afeta negativamente minha vida.,the Bergen Facebook Addiction Scale AVE,Meus pais ou responsáveis estabelecem regras sobre minhas atividades na internet e supervisionam o cumprimento delas.,Meus pais ou responsáveis determinam quando e por quanto tempo posso estar online durante o dia.,Meus pais ou responsáveis determinam quais conteúdos posso acessar em meus dispositivos móveis (ou computadores).,Meus pais ou responsáveis determinam o tipo e a categoria de jogos de computador que posso jogar.,Meus pais ou responsáveis determinam os tipos de sites da internet que posso visitar.,Controle parental,"Como passo meu tempo livre: Leio livros, revistas.","
Como passo meu tempo livre: Assisto TV.",Como passo meu tempo livre: Pratico atividades no computador.,"
Como passo meu tempo livre: Faço tarefas domésticas.","
Como passo meu tempo livre: Faço trabalhos ocasionais fora de casa ou trabalho voluntário.","
Como passo meu tempo livre: Participo de atividades extracurriculares na escola.",Como passo meu tempo livre: Encontro-me com amigos.,"
Como passo meu tempo livre: Meu tempo livre é dedicado a hobbies.",HOBBY AVE,Idade,Gênero,Grau escolar,Situação financeira: Muito ruim,Situação financeira: De acordo com minhas necessidades,Situação financeira: Muito boa,Escolaridade da mãe: Não tem,Escolaridade da mãe: Ensino fundamental,Escolaridade da mãe: Ensino médio,Escolaridade da mãe: Faculdade,Escolaridade do pai: Não tem,Escolaridade do pai: Ensino fundamental,Escolaridade do pai: Ensino médio,Escolaridade do pai: Faculdade
1.0,1.0,2.0,3.0,1.0,1.0,1.5,1.0,3.0,1.0,3.0,5.0,2.0,1.0,3.0,2.57,3.0,1.0,3.0,1.0,1.0,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.13,14.0,1,0,0,0,1,0,0,0,1,0,0,1,0
2.0,1.0,3.0,2.0,2.0,3.0,2.17,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.13,3.0,1.0,1.0,2.0,1.0,1.6,1.0,1.0,1.0,2.0,1.25,1.0,1.0,2.0,3.0,2.0,1.0,1.67,3.0,1.0,1.0,1.0,2.0,1.6,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,14.0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.0,1.0,1.0,1.0,2.0,1.0,1.17,1.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,2.13,2.0,1.0,2.0,1.0,1.0,1.4,1.0,1.0,1.0,2.0,1.25,1.0,1.0,2.0,5.0,1.0,1.0,1.83,3.0,2.0,2.0,1.0,1.0,1.8,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,14.0,1,0,0,1,0,0,0,1,0,0,0,1,0
3.0,2.0,1.0,1.0,2.0,2.0,1.83,3.0,1.0,2.0,4.0,2.0,5.0,2.0,3.0,2.75,2.0,1.0,3.0,1.0,1.0,1.6,2.0,2.0,1.0,4.0,2.25,2.0,1.0,1.0,3.0,3.0,1.0,1.83,1.0,2.0,3.0,1.0,1.0,1.6,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.88,14.0,0,0,0,0,1,0,0,1,0,0,0,1,0
4.0,3.0,2.0,3.0,1.0,2.0,2.5,1.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,2.5,2.0,1.0,2.0,1.0,1.0,1.4,1.0,1.0,1.0,2.0,1.25,1.0,1.0,3.0,3.0,1.0,1.0,1.67,2.0,4.0,4.0,4.0,4.0,3.6,3.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,2.88,14.0,0,0,0,1,0,0,0,1,0,0,0,1,0
4.0,1.0,5.0,1.0,1.0,1.0,2.17,1.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,3.25,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.5,1.0,2.0,1.0,5.0,1.0,1.0,1.83,2.0,1.0,3.0,1.0,1.0,1.6,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.25,14.0,0,0,0,1,0,0,0,0,1,0,0,1,0
4.0,2.0,4.0,2.0,4.0,3.0,3.17,1.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.25,1.0,1.0,4.0,1.0,1.0,1.6,1.0,1.0,1.0,4.0,1.75,2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.4,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.25,13.0,0,0,0,0,1,0,0,0,1,0,0,0,1
3.0,1.0,2.0,2.0,2.0,1.0,1.83,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.63,14.0,0,0,0,0,1,0,0,0,1,0,0,0,1
4.0,2.0,3.0,3.0,3.0,1.0,2.67,1.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,2.75,2.0,1.0,4.0,1.0,1.0,1.8,1.0,2.0,1.0,3.0,1.75,1.0,1.0,2.0,2.0,1.0,1.0,1.33,1.0,1.0,4.0,4.0,4.0,2.8,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.25,14.0,1,0,0,0,1,0,0,1,0,0,0,1,0
3.0,4.0,5.0,5.0,3.0,3.0,3.83,2.0,3.0,2.0,3.0,5.0,3.0,3.0,5.0,3.29,5.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.75,14.0,1,0,0,0,1,0,0,1,0,0,0,1,0
2.0,3.0,2.0,4.0,4.0,4.0,3.17,1.0,1.0,2.0,5.0,3.0,4.0,2.0,3.0,2.63,4.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,3.25,3.0,3.0,4.0,2.0,5.0,4.0,3.5,1.0,1.0,1.0,1.0,3.0,1.4,2.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.88,14.0,1,0,0,0,1,0,0,0,1,0,0,0,1
5.0,1.0,3.0,2.0,2.0,3.0,2.67,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.88,3.0,4.0,5.0,3.0,4.0,3.8,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.83,4.0,2.0,5.0,2.0,5.0,3.6,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.88,14.0,0,0,0,0,1,0,0,0,1,0,0,0,1
4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.88,3.0,2.0,3.0,2.0,2.0,2.4,1.0,2.0,1.0,3.0,1.75,1.0,1.0,1.0,2.0,1.0,1.0,1.17,2.0,2.0,1.0,1.0,1.0,1.4,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.13,14.0,1,0,0,0,1,0,0,1,0,0,0,1,0
4.0,1.0,4.0,2.0,1.0,1.0,2.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.13,15.0,0,1,0,0,1,0,0,0,1,0,0,0,1
3.0,2.0,3.0,2.0,2.0,3.0,2.5,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.8,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.5,5.0,1.0,3.0,1.0,3.0,2.6,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.38,15.0,1,1,0,1,0,0,0,1,0,0,0,1,0
3.0,3.0,5.0,1.0,2.0,3.0,2.83,1.0,3.0,2.0,5.0,3.0,5.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,2.5,2.0,1.0,3.0,1.0,2.0,1.8,3.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,15.0,1,1,0,1,0,0,0,0,1,0,0,0,1
5.0,4.0,4.0,1.0,2.0,5.0,3.5,1.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,2.88,1.0,1.0,4.0,1.0,1.0,1.6,1.0,1.0,1.0,3.0,1.5,1.0,2.0,1.0,3.0,1.0,1.0,1.5,5.0,3.0,3.0,2.0,3.0,3.2,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.63,15.0,0,1,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,1.0,2.0,1.0,1.0,1.17,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.75,4.0,1.0,3.0,2.0,1.0,2.2,1.0,4.0,1.0,4.0,2.5,3.0,1.0,3.0,5.0,1.0,1.0,2.33,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,2.88,15.0,0,1,0,0,1,0,0,0,1,0,0,0,1
3.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.75,5.0,1.0,4.0,2.0,2.0,2.8,2.0,2.0,1.0,2.0,1.75,2.0,1.0,5.0,2.0,2.0,1.0,2.17,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.5,15.0,1,1,0,1,0,0,0,0,1,0,0,1,0
3.0,3.0,3.0,2.0,2.0,4.0,2.83,2.0,3.0,1.0,3.0,4.0,5.0,2.0,3.0,2.88,3.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.75,1.0,1.0,1.0,1.0,4.0,1.0,1.5,3.0,4.0,1.0,1.0,2.0,2.2,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.13,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
3.0,2.0,5.0,5.0,3.0,4.0,3.67,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,2.2,2.0,2.0,2.0,5.0,2.75,1.0,1.0,4.0,5.0,3.0,5.0,3.17,5.0,5.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.88,15.0,1,1,0,1,0,0,0,0,1,0,0,0,1
5.0,3.0,4.0,4.0,3.0,3.0,3.67,1.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,2.63,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,2.5,1.0,1.0,3.0,1.0,2.0,1.6,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.75,15.0,1,1,0,0,1,0,0,0,1,0,0,0,1
3.0,2.0,3.0,1.0,2.0,3.0,2.33,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.38,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.5,2.0,2.0,1.0,4.0,1.0,1.0,1.83,4.0,3.0,4.0,3.0,4.0,3.6,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.75,15.0,1,1,0,1,0,0,0,1,0,0,0,1,0
2.0,2.0,2.0,2.0,2.0,1.0,1.83,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.25,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,2.75,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1
3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.14,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.25,1.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,2.4,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.38,15.0,1,1,0,1,0,0,0,1,0,0,0,0,1
1.0,2.0,1.0,2.0,1.0,1.0,1.33,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2.25,3.0,1.0,3.0,3.0,1.0,2.2,1.0,3.0,1.0,1.0,1.5,3.0,1.0,3.0,1.0,1.0,1.0,1.67,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,2.88,15.0,0,1,0,0,1,0,0,0,1,0,0,0,1
3.0,1.0,3.0,4.0,1.0,4.0,2.67,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.88,3.0,2.0,3.0,2.0,2.0,2.4,2.0,1.0,1.0,3.0,1.75,1.0,1.0,1.0,2.0,3.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,2.75,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
2.0,1.0,1.0,2.0,1.0,2.0,1.5,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.6,1.0,2.0,3.0,4.0,2.5,1.0,1.0,2.0,2.0,2.0,1.0,1.5,1.0,1.0,1.0,2.0,1.0,1.2,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5,15.0,0,1,0,0,1,0,0,1,0,0,0,1,0
4.0,3.0,3.0,1.0,2.0,1.0,2.33,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.6,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.63,15.0,1,1,0,1,0,0,0,1,0,0,0,1,0
3.0,2.0,3.0,3.0,3.0,3.0,2.83,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.88,1.0,1.0,2.0,1.0,1.0,1.2,1.0,1.0,1.0,3.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.6,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.63,18.0,1,1,0,1,0,0,0,1,0,0,0,0,1
4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.63,2.0,1.0,2.0,1.0,1.0,1.4,2.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,0,0,0,1,0,0,0,0,1,0,0,0,1
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,0,0,0,1,0,0,0,0,1,0,0,0,1
2.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.88,3.0,2.0,1.0,1.0,1.0,1.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.0,1,0,0,1,0,0,0,0,1,0,0,1,0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,0,0,0,1,0,0,0,1,0,0,0,1,0
4.0,1.0,4.0,2.0,3.0,1.0,2.5,1.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,2.75,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.75,1.0,3.0,3.0,4.0,2.0,4.0,2.83,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,15.0,0,1,0,0,1,0,0,1,0,0,0,0,1
5.0,3.0,5.0,5.0,5.0,4.0,4.5,2.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,3.25,5.0,3.0,5.0,2.0,2.0,3.4,3.0,5.0,5.0,5.0,4.5,3.0,4.0,3.0,2.0,5.0,4.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.63,15.0,1,1,0,0,1,0,0,0,1,0,0,0,1
4.0,2.0,5.0,4.0,4.0,4.0,3.83,1.0,3.0,1.0,1.0,3.0,5.0,1.0,4.0,2.38,4.0,1.0,4.0,1.0,1.0,2.2,2.0,2.0,2.0,4.0,2.5,2.0,1.0,1.0,2.0,1.0,2.0,1.5,4.0,2.0,1.0,1.0,3.0,2.2,4.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,15.0,1,1,0,0,1,0,0,0,1,0,0,0,1
5.0,1.0,5.0,3.0,3.0,5.0,3.67,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.25,5.0,2.0,5.0,2.0,2.0,3.2,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,15.0,1,1,0,0,1,0,0,1,0,0,0,0,1
4.0,3.0,4.0,3.0,3.0,4.0,3.5,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,3.13,4.0,1.0,4.0,2.0,1.0,2.4,2.0,3.0,1.0,4.0,2.5,1.0,2.0,2.0,2.0,2.0,1.0,1.67,1.0,2.0,2.0,1.0,1.0,1.4,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.13,15.0,1,1,0,0,1,0,0,0,1,0,0,0,1
4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,2.5,2.0,1.0,4.0,2.0,4.0,2.6,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.2,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.38,14.0,1,1,0,0,1,0,0,0,1,0,0,1,0
4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,2.5,2.0,1.0,4.0,2.0,4.0,2.6,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.2,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.38,14.0,1,1,0,0,1,0,0,0,1,0,0,1,0
4.0,3.0,4.0,2.0,5.0,5.0,3.83,1.0,3.0,1.0,5.0,2.0,2.0,1.0,5.0,2.5,2.0,1.0,2.0,3.0,1.0,1.8,1.0,2.0,1.0,5.0,2.25,1.0,1.0,1.0,3.0,1.0,1.0,1.33,2.0,2.0,1.0,1.0,3.0,1.8,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,14.0,1,1,0,1,0,0,0,0,1,0,0,0,1
5.0,1.0,5.0,2.0,2.0,5.0,3.33,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,4.75,1.0,1.0,5.0,2.0,3.0,1.0,2.17,1.0,1.0,2.0,1.0,1.0,1.2,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.75,15.0,1,1,0,0,1,0,0,1,0,0,0,1,0
5.0,5.0,5.0,1.0,3.0,2.0,3.5,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.88,5.0,1.0,5.0,1.0,1.0,2.6,1.0,2.0,1.0,3.0,1.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.6,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,2.25,16.0,1,1,0,0,1,0,0,0,1,0,0,0,1
4.0,3.0,4.0,4.0,4.0,2.0,3.5,2.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,3.13,3.0,1.0,3.0,1.0,1.0,1.8,1.0,3.0,1.0,5.0,2.5,1.0,2.0,1.0,3.0,3.0,3.0,2.17,3.0,1.0,1.0,1.0,1.0,1.4,2.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.88,15.0,1,1,0,1,0,0,0,1,0,0,0,1,0
4.0,3.0,4.0,3.0,3.0,4.0,3.5,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.25,4.0,3.0,3.0,3.0,4.0,3.4,3.0,4.0,4.0,4.0,3.75,2.0,3.0,3.0,4.0,4.0,4.0,3.33,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.88,15.0,0,1,0,1,0,0,0,0,1,0,0,1,0
3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.4,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.38,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1
4.0,3.0,5.0,3.0,3.0,5.0,3.83,1.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.25,5.0,1.0,5.0,3.0,3.0,3.4,2.0,4.0,2.0,5.0,3.25,2.0,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,2.75,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1
3.0,1.0,5.0,3.0,3.0,2.0,2.83,2.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,2.63,4.0,2.0,3.0,2.0,2.0,2.6,1.0,2.0,1.0,3.0,1.75,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.6,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.88,15.0,1,1,0,1,0,0,0,1,0,0,0,0,1
5.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.38,5.0,2.0,3.0,2.0,2.0,2.8,2.0,1.0,1.0,3.0,1.75,1.0,1.0,1.0,2.0,1.0,2.0,1.33,1.0,1.0,1.0,2.0,1.0,1.2,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,2.13,16.0,0,1,0,1,0,0,0,0,1,0,0,1,0
3.0,2.0,3.0,2.0,4.0,3.0,2.83,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.88,4.0,1.0,5.0,1.0,1.0,2.4,2.0,1.0,5.0,5.0,3.25,2.0,2.0,4.0,2.0,2.0,2.0,2.33,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,2.75,16.0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.0,1.0,3.0,2.0,2.0,2.0,2.17,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,2.38,16.0,0,1,0,1,0,0,0,0,1,0,0,0,1
3.0,2.0,3.0,3.0,2.0,3.0,2.67,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.38,2.0,2.0,2.0,1.0,1.0,1.6,1.0,1.0,1.0,3.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.17,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.13,17.0,1,1,0,0,1,0,0,0,1,0,0,0,1
3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.0,1.0,3.0,1.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.83,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,16.0,0,1,0,0,1,0,0,0,1,0,0,1,0
3.0,1.0,2.0,2.0,1.0,2.0,1.83,3.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,2.5,1.0,1.0,2.0,1.0,1.0,1.2,2.0,2.0,2.0,1.0,1.75,1.0,1.0,2.0,3.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,1.0,1.2,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.25,16.0,1,1,0,1,0,0,0,0,1,0,0,0,1
